Simbol,Pret_CSV_2020,Pret_Real_API_2020,Trend_Real,Trend_Corect,Pred_1_Zi,Real_1_Zi,Eroare_1_Zi_%,Scor_1_Zi,Pred_1_Sapt,Real_1_Sapt,Eroare_1_Sapt_%,Scor_1_Sapt,Pred_1_Luna,Real_1_Luna,Eroare_1_Luna_%,Scor_1_Luna,Pred_1_An,Real_1_An,Eroare_1_An_%,Scor_1_An
BTI,35.07,22.1796,CREȘTERE,NU,35.0466,23.337,50.18,0.0,34.8412,23.1409,50.56,0.0,34.6821,23.6152,46.86,0.0,34.0168,26.0797,30.43,0.0
ELS,53.15,45.3988,SCĂDERE,DA,53.1538,44.8864,18.42,57.91,53.2024,51.3011,3.71,100.0,54.299,51.6428,5.14,100.0,63.0262,56.8197,10.92,95.38
HNRG,0.855,0.855,SCĂDERE,DA,0.8718,0.815,6.97,100.0,0.8854,0.84,5.4,100.0,0.9119,0.793,14.99,75.03,1.2262,1.97,37.76,0.0
PBFS,9.5,9.5,SCĂDERE,DA,9.3868,9.17,2.36,100.0,9.5841,10.0,4.16,100.0,9.9289,9.18,8.16,100.0,11.9957,12.49,3.96,100.0
HIFS,134.0,124.7543,CREȘTERE,NU,132.7582,125.6853,5.63,100.0,134.1404,133.5488,0.44,100.0,137.652,142.8318,3.63,100.0,160.4602,269.4459,40.45,0.0
BGR,6.21,4.1217,CREȘTERE,NU,6.2268,4.4137,41.08,0.0,6.2128,4.7854,29.83,0.86,6.3454,4.5947,38.1,0.0,7.7008,6.409,20.16,49.22
CNQ,13.01,4.8024,CREȘTERE,NU,12.9839,5.1568,151.78,0.0,12.935,5.035,156.9,0.0,13.1145,5.7732,127.16,0.0,15.5856,12.3634,26.06,19.69
CROC,73.57,73.5687,CREȘTERE,NU,72.1705,74.0703,2.56,100.0,71.2683,69.9314,1.91,100.0,68.4131,65.1547,5.0,100.0,45.8683,45.39,1.05,100.0
JRVR,34.63,31.078,SCĂDERE,DA,34.4599,30.6023,12.61,86.97,34.4489,30.7908,11.88,90.6,34.637,30.7549,12.62,86.89,37.5515,42.7635,12.19,89.06
FUND,4.75,3.0327,CREȘTERE,NU,4.7697,3.0391,56.95,0.0,4.7731,3.3519,42.4,0.0,4.8219,3.5051,37.57,0.0,5.3013,5.5071,3.74,100.0
FUE,5.15,5.145,SCĂDERE,DA,5.3322,5.145,3.64,100.0,5.4758,5.05,8.43,100.0,5.4916,4.88,12.53,87.34,6.2584,8.27,24.32,28.38
JAN,2.16,N/A,N/A,N/A,2.1613,N/A,N/A,N/A,2.2096,N/A,N/A,N/A,2.2224,N/A,N/A,N/A,2.4665,N/A,N/A,N/A
TNET,34.86,33.703,SCĂDERE,DA,35.4777,33.3453,6.39,100.0,36.0472,39.9196,9.7,100.0,37.0431,45.9622,19.41,52.97,48.8611,76.7648,36.35,0.0
USLV,35.63,35.63,CREȘTERE,NU,35.7573,40.29,11.25,93.75,35.6964,44.7,20.14,49.29,36.7767,40.55,9.31,100.0,44.689,82.0,45.5,0.0
IBOC,25.12,21.4675,CREȘTERE,NU,25.0576,22.6127,10.81,95.94,25.0885,23.2536,7.89,100.0,25.5681,24.0228,6.43,100.0,28.7274,41.3375,30.51,0.0
CHKP,98.28,98.28,CREȘTERE,NU,98.5065,98.74,0.24,100.0,98.8352,107.04,7.67,100.0,99.9681,101.99,1.98,100.0,109.3416,113.6,3.75,100.0
GRPN,0.86,17.2,SCĂDERE,DA,0.8586,15.8,94.57,0.0,0.8611,18.0,95.22,0.0,0.86,24.0,96.42,0.0,0.8745,49.97,98.25,0.0
SIRI,4.64,38.1926,CREȘTERE,NU,4.6625,39.0981,88.07,0.0,4.6436,42.5552,89.09,0.0,4.6982,47.7408,90.16,0.0,5.4807,52.1036,89.48,0.0
PYS,13.5,13.5,SCĂDERE,DA,13.461,13.3744,0.65,100.0,13.6659,12.98,5.28,100.0,14.0305,15.7089,10.68,96.58,16.4562,22.6457,27.33,13.34
FMNB,11.35,8.7526,SCĂDERE,DA,11.3435,8.7448,29.72,1.42,11.305,9.0842,24.45,27.76,11.5008,9.2924,23.77,31.17,14.0107,13.3855,4.67,100.0
FMN,12.55,9.5495,SCĂDERE,DA,12.7091,9.4202,34.91,0.0,12.8048,9.5495,34.09,0.0,12.9955,9.6857,34.17,0.0,15.0718,11.568,30.29,0.0
FSV,73.48,70.9101,SCĂDERE,DA,73.8843,68.1501,8.41,100.0,74.029,78.1285,5.25,100.0,74.928,80.5121,6.94,100.0,79.3744,148.5417,46.56,0.0
HCXZ,22.15,20.7238,CREȘTERE,NU,22.1005,20.8641,5.93,100.0,22.2628,21.2749,4.64,100.0,22.4365,22.2365,0.9,100.0,25.3078,25.0176,1.16,100.0
CVGI,1.49,1.49,SCĂDERE,DA,1.4895,1.38,7.93,100.0,1.4873,1.59,6.46,100.0,1.5173,2.15,29.43,2.86,1.8402,9.69,81.01,0.0
PFE,31.75,22.1655,CREȘTERE,NU,31.657,22.9474,37.95,0.0,31.7715,24.1552,31.53,0.0,32.4851,26.2775,23.62,31.88,38.6426,27.8198,38.9,0.0
CASS,34.1,28.8989,SCĂDERE,DA,34.0238,28.4497,19.59,52.04,33.9572,29.4243,15.41,72.97,34.6019,32.1955,7.47,100.0,40.4094,40.274,0.34,100.0
VNRX,3.1,62.0,CREȘTERE,NU,3.0805,64.6,95.23,0.0,3.1155,71.8,95.66,0.0,3.1726,82.2,96.14,0.0,3.8485,74.0,94.8,0.0
BBVA,2.9,1.9799,SCĂDERE,DA,2.9116,1.9457,49.64,0.0,2.9359,2.3049,27.38,13.11,2.9894,2.2543,32.61,0.0,3.4701,3.7933,8.52,100.0
WSBF,13.82,9.8799,SCĂDERE,DA,13.8175,9.837,40.46,0.0,13.8859,9.6076,44.53,0.0,14.0796,10.3577,35.93,0.0,15.9667,15.5638,2.59,100.0
AVA,39.49,29.5597,CREȘTERE,NU,39.5938,31.2514,26.69,16.53,39.9645,31.461,27.03,14.86,40.3192,30.6152,31.7,0.0,43.8019,37.0813,18.12,59.38
USFD,15.31,15.31,SCĂDERE,DA,15.6517,15.12,3.52,100.0,15.7855,18.08,12.69,86.55,16.0714,19.47,17.46,62.72,19.6405,37.84,48.1,0.0
AMJ,8.84,6.5541,CREȘTERE,NU,8.8312,6.9174,27.67,11.67,8.797,6.9545,26.49,17.53,9.0019,9.6458,6.68,100.0,11.0963,13.8146,19.68,51.62
AREC,1.07,1.07,CREȘTERE,NU,1.071,1.08,0.83,100.0,1.0705,1.13,5.27,100.0,1.0706,0.914,17.13,64.33,1.1142,3.795,70.64,0.0
COP,29.62,23.5926,CREȘTERE,NU,29.5794,26.9698,9.68,100.0,29.6433,28.4195,4.31,100.0,30.3476,31.1754,2.66,100.0,37.0986,44.8491,17.28,63.59
MCO,197.55,187.4459,CREȘTERE,NU,196.3191,196.1469,0.09,100.0,195.4338,214.9342,9.07,100.0,196.7693,229.4706,14.25,78.75,205.979,293.0991,29.72,1.38
POWI,81.94,38.4286,CREȘTERE,NU,81.5357,39.0524,108.79,0.0,82.3095,44.0377,86.91,0.0,84.1669,45.1116,86.57,0.0,92.7852,80.6513,15.04,74.78
STRO,9.32,93.2,CREȘTERE,NU,9.2801,101.9,90.89,0.0,9.2528,100.0,90.75,0.0,9.18,94.8,90.32,0.0,8.4946,234.7,96.38,0.0
CRS,18.35,16.5253,CREȘTERE,NU,18.4358,17.0206,8.31,100.0,18.2527,19.6232,6.98,100.0,18.9084,19.29,1.98,100.0,23.7986,38.6191,38.38,0.0
NRC,44.6,39.2446,CREȘTERE,NU,45.5725,39.4294,15.58,72.1,47.0323,41.7524,12.65,86.77,48.1658,46.7064,3.12,100.0,61.3896,42.1748,45.56,0.0
OPK,1.21,1.21,SCĂDERE,DA,1.2157,1.15,5.71,100.0,1.2416,1.39,10.68,96.62,1.2725,2.13,40.26,0.0,1.485,4.38,66.1,0.0
MGF,4.57,2.8624,CREȘTERE,NU,4.5913,2.9,58.32,0.0,4.6481,2.9,60.28,0.0,4.6797,2.9874,56.65,0.0,4.7087,2.9565,59.27,0.0
SQM,20.83,16.32,CREȘTERE,NU,20.8439,17.2367,20.93,45.36,21.1654,17.793,18.95,55.23,21.2108,17.1097,23.97,30.15,20.9472,43.7437,52.11,0.0
TIGR,2.65,2.65,SCĂDERE,DA,2.6502,2.57,3.12,100.0,2.6601,2.58,3.1,100.0,2.6909,2.7,0.34,100.0,2.9986,17.58,82.94,0.0
SF,38.75,15.5792,SCĂDERE,DA,38.8691,15.5551,149.88,0.0,39.0538,17.6175,121.68,0.0,39.8114,16.9622,134.71,0.0,46.3161,40.1291,15.42,72.91
BNKO,22.274,19.2212,CREȘTERE,NU,22.0928,20.5408,7.56,100.0,22.4093,25.5761,12.38,88.09,23.0813,25.1289,8.15,100.0,26.049,N/A,N/A,N/A
CZWI,5.95,5.2707,SCĂDERE,DA,5.9617,4.9783,19.75,51.24,5.9744,5.4478,9.67,100.0,6.0353,6.998,13.76,81.21,6.7937,11.3078,39.92,0.0
FWONA,23.05,22.0687,CREȘTERE,NU,23.0789,22.2218,3.86,100.0,23.0859,21.3697,8.03,100.0,23.4968,28.0143,16.13,69.37,29.2256,37.0236,21.06,44.69
TEI,7.35,3.7766,CREȘTERE,NU,7.3678,3.8383,91.96,0.0,7.3807,3.9359,87.52,0.0,7.4843,3.8124,96.32,0.0,8.496,4.0979,107.33,0.0
FNB,6.84,5.4161,CREȘTERE,NU,6.8766,5.5903,23.01,34.95,6.9132,6.1446,12.51,87.46,7.0065,6.1129,14.62,76.91,7.8156,10.6556,26.65,16.74
PAA,5.1,3.0967,CREȘTERE,NU,5.1117,3.1575,61.89,0.0,5.0861,3.2971,54.26,0.0,5.323,5.1186,3.99,100.0,7.0092,6.1311,14.32,78.39
NFBK,10.43,8.0316,CREȘTERE,NU,10.4283,8.2087,27.04,14.81,10.4595,8.1086,28.99,5.04,10.691,8.8248,21.15,44.26,12.4078,12.7952,3.03,100.0
IMTE,3.0,30.0,CREȘTERE,NU,2.9826,35.24,91.54,0.0,2.9839,33.8,91.17,0.0,3.0875,31.2,90.1,0.0,4.0451,59.1,93.16,0.0
TWN,16.1,9.8363,CREȘTERE,NU,16.0571,10.0257,60.16,0.0,16.1439,10.6794,51.17,0.0,16.1193,11.0948,45.29,0.0,17.5486,19.6639,10.76,96.21
PSHG,0.59,8.6798,SCĂDERE,DA,0.5894,8.0913,92.72,0.0,0.59,9.2683,93.63,0.0,0.5965,10.2981,94.21,0.0,0.6805,87.0,99.22,0.0
STNE,19.53,16.1341,CREȘTERE,NU,19.6357,16.4232,19.56,52.2,19.8403,21.0495,5.74,100.0,20.1031,20.9834,4.2,100.0,21.9427,53.0532,58.64,0.0
SGU,7.28,5.0828,CREȘTERE,NU,7.3022,5.3271,37.08,0.0,7.3078,5.2364,39.56,0.0,7.3865,5.397,36.86,0.0,8.0326,8.0219,0.13,100.0
TALO,5.12,5.12,CREȘTERE,NU,5.04,5.99,15.86,70.7,5.0607,6.89,26.55,17.25,5.2649,10.2,48.38,0.0,7.2225,12.92,44.1,0.0
ESS,200.32,161.6191,SCĂDERE,DA,201.4316,156.8993,28.38,8.09,201.8799,188.8891,6.88,100.0,206.1007,191.0594,7.87,100.0,240.7798,231.1652,4.16,100.0
ARDS,5.32,5.3157,SCĂDERE,DA,5.2942,5.24,1.03,100.0,5.2911,5.79,8.62,100.0,5.2823,6.0291,12.39,88.07,5.4207,5.96,9.05,100.0
NTIC,6.87,6.2534,SCĂDERE,DA,6.8631,5.771,18.92,55.38,6.8666,6.7905,1.12,100.0,6.9922,7.1,1.52,100.0,8.0951,13.6713,40.79,0.0
TVC,25.0,21.8915,SCĂDERE,DA,25.129,21.8915,14.79,76.05,25.6325,22.0053,16.48,67.58,26.5239,22.4957,17.91,60.47,35.3268,23.7121,48.98,0.0
BTO,17.21,10.9864,SCĂDERE,DA,17.156,10.9609,56.52,0.0,17.201,12.3461,39.32,0.0,17.6827,13.3931,32.03,0.0,22.215,26.6149,16.53,67.34
BJRI,11.68,11.68,SCĂDERE,DA,11.8865,11.32,5.0,100.0,12.0418,16.92,28.83,5.85,12.2698,19.92,38.4,0.0,15.1928,59.52,74.47,0.0
FDP,26.93,22.8666,CREȘTERE,NU,26.7599,23.1638,15.52,72.38,27.1093,24.9469,8.67,100.0,27.7086,22.6458,22.36,38.22,30.1324,24.7543,21.73,41.37
TDI,20.2,N/A,N/A,N/A,20.1899,N/A,N/A,N/A,20.2763,N/A,N/A,N/A,20.4278,N/A,N/A,N/A,22.4861,N/A,N/A,N/A
WIL,55.338,55.3384,CREȘTERE,NU,55.4029,56.9707,2.75,100.0,55.6729,61.7905,9.9,100.0,56.2781,63.3116,11.11,94.45,64.598,89.4125,27.75,11.24
UGBP,14.604,14.6042,CREȘTERE,NU,14.5602,14.6446,0.58,100.0,14.529,14.5213,0.05,100.0,14.4451,15.0736,4.17,100.0,14.5533,N/A,N/A,N/A
BELFB,8.8,8.1957,CREȘTERE,NU,8.7589,8.5123,2.9,100.0,8.7554,8.5403,2.52,100.0,8.8151,9.3775,6.0,100.0,9.3255,19.3905,51.91,0.0
CBNK,11.51,10.779,SCĂDERE,DA,11.4957,10.6666,7.77,100.0,11.5186,10.9756,4.95,100.0,11.4404,10.4231,9.76,100.0,11.5439,17.9618,35.73,0.0
KRUS,10.41,10.41,SCĂDERE,DA,10.3295,10.02,3.09,100.0,10.4385,11.06,5.62,100.0,10.6822,16.25,34.26,0.0,12.6908,31.4,59.58,0.0
CYTK,11.15,11.15,CREȘTERE,NU,11.1538,12.05,7.44,100.0,11.26,12.76,11.76,91.22,11.2757,14.49,22.18,39.09,11.0403,24.44,54.83,0.0
LPLA,51.93,50.0681,SCĂDERE,DA,51.9894,49.5475,4.93,100.0,51.8876,52.4978,1.16,100.0,52.6937,59.7578,11.82,90.89,62.1813,139.8277,55.53,0.0
XVZ,39.61,39.6109,SCĂDERE,DA,39.3115,39.0215,0.74,100.0,38.8818,37.2313,4.43,100.0,37.8551,38.1529,0.78,100.0,25.1186,38.53,34.81,0.0
COLM,66.18,60.8124,SCĂDERE,DA,65.8683,60.5368,8.81,100.0,65.8038,66.482,1.02,100.0,67.5446,61.5567,9.73,100.0,85.6853,96.297,11.02,94.9
RRTS,2.51,2.51,SCĂDERE,DA,2.5164,2.5,0.66,100.0,2.5302,2.39,5.87,100.0,2.5585,2.18,17.36,63.19,2.8647,5.45,47.44,0.0
MQY,14.4,10.4001,SCĂDERE,DA,14.4273,10.2123,41.27,0.0,14.4222,10.2484,40.73,0.0,14.301,10.0611,42.14,0.0,13.4772,12.0626,11.73,91.36
OXLCM,18.5,N/A,N/A,N/A,18.517,N/A,N/A,N/A,18.561,N/A,N/A,N/A,18.7397,N/A,N/A,N/A,20.6558,N/A,N/A,N/A
GLU,12.62,8.0274,CREȘTERE,NU,12.6493,8.1737,54.76,0.0,12.6265,9.2169,36.99,0.0,12.8581,10.039,28.08,9.59,15.1562,13.3362,13.65,81.76
RLMD,31.59,31.59,CREȘTERE,NU,31.6377,32.5,2.65,100.0,31.5811,34.32,7.98,100.0,31.4097,39.4,20.28,48.6,29.1369,36.65,20.5,47.5
NL,2.73,1.8259,SCĂDERE,DA,2.7386,1.7322,58.1,0.0,2.742,1.8861,45.38,0.0,2.755,1.9128,44.03,0.0,2.934,5.0462,41.86,0.0
TS,11.76,9.7308,CREȘTERE,NU,11.7287,10.2521,14.4,77.99,11.7344,10.9803,6.87,100.0,11.9979,10.8727,10.35,98.25,13.9815,19.3305,27.67,11.64
WTRE,12.76,17.8953,CREȘTERE,NU,12.8016,17.979,28.8,6.01,12.8413,19.042,32.56,0.0,13.0116,18.9165,31.22,0.0,14.5499,23.0109,36.77,0.0
REFR,2.18,2.18,SCĂDERE,DA,2.1769,1.99,9.39,100.0,2.1924,2.08,5.4,100.0,2.2387,2.82,20.61,46.93,2.5745,3.03,15.03,74.83
VIAV,10.67,10.67,SCĂDERE,DA,10.6781,10.63,0.45,100.0,10.7748,11.79,8.61,100.0,10.9844,11.83,7.15,100.0,12.9396,16.02,19.23,53.86
SBLK,5.72,3.2176,SCĂDERE,DA,5.7279,2.9645,93.22,0.0,5.7375,3.0826,86.12,0.0,5.7998,3.0433,90.58,0.0,6.5018,8.151,20.23,48.84
WTBA,15.34,11.5098,CREȘTERE,NU,15.3676,12.2076,25.89,20.57,15.43,13.1755,17.11,64.44,15.5399,13.6932,13.49,82.57,17.1079,19.0532,10.21,98.95
FIBK,27.71,19.757,CREȘTERE,NU,27.8417,20.3916,36.54,0.0,27.8025,21.1616,31.38,0.0,28.2904,22.6945,24.66,26.71,31.7543,34.6525,8.36,100.0
BUI,15.5,10.1473,SCĂDERE,DA,15.6502,10.1277,54.53,0.0,15.6747,11.784,33.02,0.0,16.0028,12.5166,27.85,10.74,20.1401,17.6984,13.8,81.02
CTO,43.83,7.3261,SCĂDERE,DA,43.907,7.2041,509.48,0.0,44.0009,6.8263,544.58,0.0,44.3774,6.7912,553.45,0.0,48.8545,11.8075,313.76,0.0
MHF,6.92,5.2638,SCĂDERE,DA,6.9779,5.2486,32.95,0.0,7.0441,5.2866,33.24,0.0,7.0992,5.1673,37.39,0.0,7.8271,6.1654,26.95,15.24
RDIB,17.0001,17.0001,SCĂDERE,DA,16.9882,17.0001,0.07,100.0,17.1148,15.0,14.1,79.51,17.3805,16.0001,8.63,100.0,19.2879,20.89,7.67,100.0
MOS,10.11,8.8577,SCĂDERE,DA,10.1088,8.6036,17.49,62.53,10.1276,10.3384,2.04,100.0,10.3046,9.7689,5.48,100.0,11.772,27.6782,57.47,0.0
MS,31.62,26.0569,CREȘTERE,NU,31.6155,27.9357,13.17,84.14,31.6908,32.4433,2.32,100.0,32.1925,31.9224,0.85,100.0,37.3572,66.3028,43.66,0.0
RPT,5.4,15.3395,SCĂDERE,DA,5.4177,12.7733,57.59,0.0,5.4349,20.3278,73.26,0.0,5.5152,24.1338,77.15,0.0,6.5165,35.451,81.62,0.0
ENTG,41.41,40.4182,CREȘTERE,NU,41.7039,41.0234,1.66,100.0,41.8534,47.7581,12.36,88.18,42.9613,50.5393,14.99,75.03,46.016,117.7376,60.92,0.0
RIG,1.08,1.08,CREȘTERE,NU,1.0774,1.1,2.05,100.0,1.0785,1.28,15.74,71.29,1.0979,1.15,4.53,100.0,1.2413,3.64,65.9,0.0
FHI,17.79,13.4248,CREȘTERE,NU,18.6674,14.0814,32.57,0.0,18.8139,15.0171,25.28,23.58,19.2682,16.1415,19.37,53.15,23.1908,25.545,9.22,100.0
PCN,12.31,6.74,CREȘTERE,NU,12.3705,7.0083,76.51,0.0,12.3448,7.8461,57.34,0.0,12.5401,8.1402,54.05,0.0,14.621,10.3626,41.09,0.0
ZLAB,48.82,48.82,CREȘTERE,NU,48.7654,51.49,5.29,100.0,48.7445,55.11,11.55,92.25,48.3066,60.42,20.05,49.76,38.2148,130.96,70.82,0.0
EXEL,16.46,16.46,CREȘTERE,NU,16.4514,16.65,1.19,100.0,16.5918,18.63,10.94,95.3,16.6567,24.1,30.89,0.0,17.4521,23.12,24.52,27.42
PGC,15.93,15.2295,SCĂDERE,DA,16.2034,15.0765,7.47,100.0,16.3525,16.587,1.41,100.0,16.6411,17.5813,5.35,100.0,19.9641,30.1143,33.71,0.0
ATMP,7.98,5.6241,CREȘTERE,NU,7.9838,5.8708,35.99,0.0,7.9744,6.3148,26.28,18.6,8.2622,7.668,7.75,100.0,10.9786,10.5661,3.9,100.0
XTLB,1.0,4.0,SCĂDERE,DA,0.9985,3.96,74.79,0.0,1.0015,4.84,79.31,0.0,1.0062,4.64,78.31,0.0,1.0987,13.64,91.95,0.0
IPDN,0.91,18.2,SCĂDERE,DA,0.9117,18.2,94.99,0.0,0.9127,18.2,94.99,0.0,0.9282,18.2,94.9,0.0,1.0131,46.2,97.81,0.0
TTMI,9.64,9.64,SCĂDERE,DA,9.6442,9.56,0.88,100.0,9.6485,10.92,11.64,91.78,9.7757,10.92,10.48,97.61,10.9041,14.94,27.01,14.93
NAZ,11.93,8.7723,SCĂDERE,DA,12.1081,8.6841,39.43,0.0,12.2526,8.9929,36.25,0.0,12.3546,9.1205,35.46,0.0,13.1955,11.6468,13.3,83.52
FN,53.92,53.92,SCĂDERE,DA,53.4151,53.9,0.9,100.0,53.2588,58.88,9.55,100.0,53.1241,59.64,10.93,95.37,49.0842,91.36,46.27,0.0
OILX,12.379,12.3793,CREȘTERE,NU,12.4436,14.6662,15.15,74.23,12.65,15.37,17.7,61.52,13.1505,5.77,127.91,0.0,16.5423,N/A,N/A,N/A
OC,36.81,33.2039,SCĂDERE,DA,36.7079,33.1317,10.79,96.03,36.8283,37.1278,0.81,100.0,37.6419,37.2721,0.99,100.0,45.4462,85.7964,47.03,0.0
LND,3.1,1.9766,CREȘTERE,NU,3.0825,2.0403,51.08,0.0,3.1542,2.1615,45.93,0.0,3.227,2.3527,37.16,0.0,3.7807,2.8114,34.48,0.0
KMI,12.73,8.8104,CREȘTERE,NU,12.7657,9.3087,37.14,0.0,12.7147,10.2638,23.88,30.6,12.9351,10.254,26.15,19.27,15.647,12.5761,24.42,27.91
LANC,135.05,N/A,N/A,N/A,134.9241,N/A,N/A,N/A,135.5343,N/A,N/A,N/A,135.667,N/A,N/A,N/A,130.9069,N/A,N/A,N/A
NIM,9.52,7.7183,CREȘTERE,NU,9.5467,7.7913,22.53,37.35,9.6013,7.7994,23.1,34.49,9.6026,7.8697,22.02,39.9,9.8088,9.0255,8.68,100.0
FBIO,1.85,27.75,SCĂDERE,DA,1.8358,27.45,93.31,0.0,1.8342,28.5,93.56,0.0,1.8291,30.6,94.02,0.0,1.6746,57.75,97.1,0.0
M,4.43,3.6827,CREȘTERE,NU,4.4135,3.6993,19.31,53.47,4.4205,4.9962,11.52,92.39,4.5383,4.4558,1.85,100.0,5.8132,13.0682,55.52,0.0
XYF,0.99,2.4504,SCĂDERE,DA,0.9936,2.2524,55.89,0.0,0.9948,2.3266,57.24,0.0,1.0055,2.3514,57.24,0.0,1.1454,3.1352,63.47,0.0
BYSI,12.18,12.18,SCĂDERE,DA,12.1729,11.38,6.97,100.0,12.5751,12.95,2.89,100.0,12.5768,13.12,4.14,100.0,12.5562,10.8,16.26,68.69
PCM,7.41,3.8899,CREȘTERE,NU,7.4359,4.1157,80.67,0.0,7.4576,4.3676,70.75,0.0,7.5503,4.8076,57.05,0.0,8.6499,6.668,29.72,1.39
CWEN,17.9,13.198,SCĂDERE,DA,18.0353,13.1169,37.5,0.0,18.1316,14.186,27.81,10.93,18.1199,14.3777,26.03,19.86,17.7871,22.2456,20.04,49.79
MSM,54.2,40.8417,CREȘTERE,NU,54.1327,41.7082,29.79,1.06,54.3008,46.124,17.73,61.36,54.6428,44.9813,21.48,42.61,60.669,74.8425,18.94,55.31
JAKK,0.37,3.479,SCĂDERE,DA,0.3676,3.2909,88.83,0.0,0.3736,3.2909,88.65,0.0,0.3814,6.6759,94.29,0.0,0.4184,7.1366,94.14,0.0
EBMT,15.2,12.5311,SCĂDERE,DA,15.2519,12.0117,26.98,15.12,15.2653,13.5039,13.04,84.78,15.2967,14.4272,6.03,100.0,16.2041,20.3585,20.41,47.97
BWG,10.44,5.4012,CREȘTERE,NU,10.5072,5.4425,93.06,0.0,10.5436,5.6702,85.95,0.0,10.7724,5.7639,86.89,0.0,12.2637,6.8267,79.64,0.0
BHR,1.32,1.0454,SCĂDERE,DA,1.3154,0.9821,33.94,0.0,1.314,1.4335,8.34,100.0,1.3475,2.2809,40.92,0.0,1.6137,4.9261,67.24,0.0
PTY,12.08,6.4805,CREȘTERE,NU,12.09,6.8721,75.93,0.0,12.0859,7.5588,59.89,0.0,12.2296,7.6021,60.87,0.0,13.5577,10.7916,25.63,21.84
HOLX,32.7,32.7,CREȘTERE,NU,32.7208,34.06,3.93,100.0,32.7911,39.38,16.73,66.34,33.4189,49.4,32.35,0.0,39.0737,74.34,47.44,0.0
DXCM,254.81,63.7025,CREȘTERE,NU,254.4766,66.595,282.13,0.0,254.5609,64.5025,294.65,0.0,251.805,85.38,194.92,0.0,203.6577,91.375,122.88,0.0
FEDU,1.11,19.8775,CREȘTERE,NU,1.1107,20.2357,94.51,0.0,1.1155,20.0566,94.44,0.0,1.1442,25.4289,95.5,0.0,1.5012,26.1452,94.26,0.0
OTLK,0.6,12.0,SCĂDERE,DA,0.5978,11.44,94.77,0.0,0.6058,11.8,94.87,0.0,0.6133,13.34,95.4,0.0,0.6701,44.2,98.48,0.0
WWW,12.85,11.163,CREȘTERE,NU,12.8996,11.7016,10.24,98.81,12.8896,15.7238,18.02,59.88,13.0732,17.4091,24.91,25.47,15.3722,33.4516,54.05,0.0
LYTS,3.51,3.1361,CREȘTERE,NU,3.5167,3.288,6.96,100.0,3.5603,3.3684,5.7,100.0,3.5903,5.4314,33.9,0.0,3.9559,8.2086,51.81,0.0
NSIT,39.87,39.87,CREȘTERE,NU,39.7486,40.67,2.27,100.0,39.8957,45.91,13.1,84.5,40.4127,52.95,23.68,31.61,45.9154,95.96,52.15,0.0
WIX,92.62,92.62,CREȘTERE,NU,92.9152,93.85,1.0,100.0,93.4169,115.99,19.46,52.69,94.0541,124.18,24.26,28.7,102.2509,293.3,65.14,0.0
KELYB,11.34,10.4022,SCĂDERE,DA,11.3923,10.4022,9.52,100.0,11.4358,10.4022,9.94,100.0,11.6382,14.2182,18.15,59.27,13.8937,27.9685,50.32,0.0
KDP,23.66,20.2548,CREȘTERE,NU,23.6819,20.5563,15.21,73.97,23.8372,22.9255,3.98,100.0,24.3576,22.3138,9.16,100.0,29.8904,30.317,1.41,100.0
CE,68.05,61.0677,CREȘTERE,NU,68.0674,61.5613,10.57,97.16,68.1548,73.5684,7.36,100.0,68.9401,71.7425,3.91,100.0,78.7915,139.7717,43.63,0.0
XYL,59.77,55.6381,CREȘTERE,NU,59.7313,59.0172,1.21,100.0,60.0628,64.3138,6.61,100.0,61.4826,64.5,4.68,100.0,73.622,98.6694,25.39,23.07
CUZ,27.8,20.9039,CREȘTERE,NU,27.7946,21.1319,31.53,0.0,28.0701,24.1497,16.23,68.83,28.4474,22.1049,28.69,6.54,34.1361,28.2183,20.97,45.14
NSPR,0.62,9.3,SCĂDERE,DA,0.6194,9.0,93.12,0.0,0.6207,9.15,93.22,0.0,0.6285,10.95,94.26,0.0,0.7001,10.05,93.03,0.0
ERII,7.25,7.25,CREȘTERE,NU,7.2806,7.32,0.54,100.0,7.3044,7.79,6.23,100.0,7.3813,7.78,5.12,100.0,7.8818,19.13,58.8,0.0
ENSV,0.107,1.6035,CREȘTERE,NU,0.1068,1.635,93.47,0.0,0.1075,1.638,93.44,0.0,0.1095,3.0,96.35,0.0,0.133,1.82,92.69,0.0
NXJ,12.99,9.3353,SCĂDERE,DA,13.0501,9.17,42.31,0.0,13.0953,9.3856,39.52,0.0,13.3314,9.2417,44.25,0.0,16.259,10.9961,47.86,0.0
CHSCO,23.52,15.2266,CREȘTERE,NU,23.5328,15.6928,49.96,0.0,23.7722,16.8451,41.12,0.0,23.8479,17.376,37.25,0.0,24.2329,20.1645,20.18,49.12
RACE,148.45,140.8954,SCĂDERE,DA,148.2678,134.6313,10.13,99.36,148.8094,146.1724,1.8,100.0,149.1463,142.4933,4.67,100.0,157.0316,198.9685,21.08,44.61
IZEA,0.171,0.684,SCĂDERE,DA,0.17,0.648,73.77,0.0,0.1737,0.64,72.86,0.0,0.1751,0.876,80.01,0.0,0.1882,15.4,98.78,0.0
NBY,0.86,3481.9067,SCĂDERE,DA,0.8673,3158.0085,99.97,0.0,0.9046,3198.9009,99.97,0.0,0.8979,3820.7854,99.98,0.0,0.8519,3927.2668,99.98,0.0
